"","day","year","mo","da","temp","visib","wdsp","prcp","sndp","fog","NUM_CRIMES"
"1573",2,2019,4,22,68.4,10,10.5,0,999.9,0,0.706730769230769
"1574",3,2019,4,23,59.1,9.5,9.6,0.19,999.9,0,0.713461538461538
"1575",4,2019,4,24,53.9,10,4.9,0,999.9,0,0.675
"1576",5,2019,4,25,57.7,10,3.5,0,999.9,0,0.736538461538462
"1577",6,2019,4,26,56.5,9.7,14.5,0.06,999.9,0,0.730769230769231
"1578",7,2019,4,27,42.9,7.1,9.8,0.03,1.2,1,0.604807692307692
"1579",1,2019,4,28,41.5,8.9,11.4,0.85,1.2,0,0.581730769230769
"1580",2,2019,4,29,46.8,8.2,9.6,0.4,999.9,0,0.688461538461538
"1581",3,2019,4,30,46.1,5.4,7.8,1.14,999.9,0,0.700961538461538
"1582",4,2019,5,1,52.9,6.8,9.1,1.29,999.9,0,0.777884615384615
"1583",5,2019,5,2,45.8,4.6,7.6,0.04,999.9,0,0.671153846153846
"1584",6,2019,5,3,48.6,8.8,10.4,0.32,999.9,0,0.760576923076923
"1585",7,2019,5,4,50.9,10,6.6,0.02,999.9,0,0.672115384615385
"1586",1,2019,5,5,58.8,10,4.9,0,999.9,0,0.749038461538462
"1587",2,2019,5,6,60.7,10,7,0,999.9,0,0.759615384615385
"1588",3,2019,5,7,47.4,8.3,10.9,0.41,999.9,0,0.673076923076923
"1589",4,2019,5,8,53.7,10,10.8,0.1,999.9,0,0.729807692307692
"1590",5,2019,5,9,63.2,7.3,10.6,0.38,999.9,0,0.708653846153846
"1591",6,2019,5,10,50.1,10,8.8,0,999.9,0,0.766346153846154
"1592",7,2019,5,11,48.1,10,6.1,0,999.9,0,0.669230769230769
"1593",1,2019,5,12,47.2,10,10.5,0.07,999.9,0,0.606730769230769
"1594",2,2019,5,13,50.4,9.9,7.8,0.08,999.9,0,0.759615384615385
"1595",3,2019,5,14,55.7,10,4,0,999.9,0,0.691346153846154
"1596",4,2019,5,15,63.6,10,3.1,0,999.9,0,0.733653846153846
"1597",5,2019,5,16,67,9.8,8,0,999.9,0,0.711538461538462
"1598",6,2019,5,17,57.5,9.5,9.2,0.28,999.9,0,0.745192307692308
"1599",7,2019,5,18,58,9.4,7.8,0.13,999.9,0,0.728846153846154
"1600",1,2019,5,19,66.1,9.5,10.7,0.47,999.9,0,0.744230769230769
"1601",2,2019,5,20,54.1,10,11.5,0.29,999.9,0,0.776923076923077
"1602",3,2019,5,21,49.5,9.8,10.2,0.05,999.9,0,0.7
"1603",4,2019,5,22,63.9,9,12.8,0.79,999.9,0,0.742307692307692
"1604",5,2019,5,23,72.1,10,13.1,0.02,999.9,0,0.743269230769231
"1605",6,2019,5,24,64.5,9.8,7.1,0.06,999.9,0,0.814423076923077
"1606",7,2019,5,25,76.4,10,10.2,0.05,999.9,0,0.841346153846154
"1607",1,2019,5,26,70.9,10,6.2,0,999.9,0,0.794230769230769
"1608",2,2019,5,27,62.7,9,6.7,0.01,999.9,1,0.718269230769231
"1609",3,2019,5,28,65.7,9.5,7.9,1.28,999.9,0,0.718269230769231
"1610",4,2019,5,29,60,6.5,7.1,0.74,999.9,0,0.708653846153846
"1611",5,2019,5,30,66.9,9.4,5.7,0.13,999.9,0,0.716346153846154
"1612",6,2019,5,31,71.4,10,6.9,0,999.9,0,0.799038461538462
"1613",7,2019,6,1,71.4,10,8.6,0,999.9,0,0.881730769230769
"1614",1,2019,6,2,60.9,10,7.5,0.03,999.9,0,0.705769230769231
"1615",2,2019,6,3,58.9,10,7.8,0,999.9,0,0.679807692307692
"1616",3,2019,6,4,67,9.6,7.6,0,999.9,0,0.741346153846154
"1617",4,2019,6,5,75.5,9.4,8.7,0.53,999.9,0,0.758653846153846
"1618",5,2019,6,6,66.4,8.1,5.5,0.01,999.9,0,0.7125
"1619",6,2019,6,7,67.3,9.3,7.9,0,999.9,0,0.791346153846154
"1620",7,2019,6,8,68.6,10,9.2,0,999.9,0,0.853846153846154
"1621",1,2019,6,9,69.7,9,6.8,0,999.9,0,0.774038461538462
"1622",2,2019,6,10,68.3,8.4,10.3,0.03,999.9,0,0.767307692307692
"1623",3,2019,6,11,69.9,10,6.8,0,999.9,0,0.745192307692308
"1624",4,2019,6,12,69.5,9.8,9,0,999.9,0,0.6875
"1625",5,2019,6,13,59,9.6,13.9,0.72,999.9,0,0.674038461538462
"1626",6,2019,6,14,66,10,10.6,0.02,999.9,0,0.775
"1627",7,2019,6,15,67.4,9,9.5,0.04,999.9,0,0.798076923076923
"1628",1,2019,6,16,59.9,4.8,5.7,0.2,999.9,1,0.693269230769231
"1629",2,2019,6,17,59.8,9,6.7,0.09,999.9,0,0.722115384615385
"1630",3,2019,6,18,65.1,6.8,4.1,0,999.9,1,0.688461538461538
"1631",4,2019,6,19,67.4,8.7,5.5,0,999.9,0,0.772115384615385
"1632",5,2019,6,20,60.4,6.5,10.6,0.5,999.9,0,0.703846153846154
"1633",6,2019,6,21,63,10,5.1,0.01,999.9,0,0.75
"1634",7,2019,6,22,69.1,10,8.3,0,999.9,0,0.793269230769231
"1635",1,2019,6,23,74.2,9.8,8.9,0.12,999.9,0,0.776923076923077
"1636",2,2019,6,24,73.2,9.9,9.4,0.13,999.9,0,0.778846153846154
"1637",3,2019,6,25,74,10,11.4,0.05,999.9,0,0.753846153846154
"1638",4,2019,6,26,79.3,10,6.3,0,999.9,0,0.767307692307692
"1639",5,2019,6,27,77.9,10,6.8,0.16,999.9,0,0.721153846153846
"1640",6,2019,6,28,78.5,9.7,8.6,0,999.9,0,0.813461538461538
"1641",7,2019,6,29,80.4,10,5.7,0.45,999.9,0,0.829807692307692
"1642",1,2019,6,30,78.4,9.7,5.7,0,999.9,0,0.773076923076923
"1643",2,2019,7,1,79.2,10,6.9,0.26,999.9,0,0.869230769230769
"1644",3,2019,7,2,84.9,10,8.1,0,999.9,0,0.739423076923077
"1645",4,2019,7,3,77.3,9.4,6,1.34,999.9,0,0.774038461538462
"1646",5,2019,7,4,78.8,9,6.2,0.01,999.9,0,0.769230769230769
"1647",6,2019,7,5,82.8,9.3,6.4,0,999.9,0,0.855769230769231
"1648",7,2019,7,6,80.1,9.8,8,0,999.9,0,0.783653846153846
"1649",1,2019,7,7,72,10,11.8,0,999.9,0,0.744230769230769
"1650",2,2019,7,8,73.3,10,7.2,0,999.9,0,0.798076923076923
"1651",3,2019,7,9,76.8,9.8,5.5,0,999.9,0,0.714423076923077
"1652",4,2019,7,10,85,9.9,8.9,0,999.9,0,0.804807692307692
"1653",5,2019,7,11,78.7,10,7.8,0,999.9,0,0.734615384615385
"1654",6,2019,7,12,74.1,10,4.6,0,999.9,0,0.756730769230769
"1655",7,2019,7,13,82.4,10,8.7,0,999.9,0,0.858653846153846
"1656",1,2019,7,14,80.2,10,7.4,0.14,999.9,0,0.758653846153846
"1657",2,2019,7,15,82.3,10,10,0,999.9,0,0.789423076923077
"1658",3,2019,7,16,77.6,9.3,7.1,0.07,999.9,0,0.725
"1659",4,2019,7,17,81.6,9.7,4.3,0.08,999.9,0,0.772115384615385
"1660",5,2019,7,18,79.2,8.7,8.5,0.28,999.9,0,0.730769230769231
"1661",6,2019,7,19,86.5,10,10.4,1.43,999.9,0,0.770192307692308
"1662",7,2019,7,20,86,10,12.9,0.01,999.9,0,0.794230769230769
"1663",1,2019,7,21,75.7,9.9,9.1,0.32,999.9,0,0.744230769230769
"1664",2,2019,7,22,71.9,10,12.2,0,999.9,0,0.759615384615385
"1665",3,2019,7,23,70.8,10,7.1,0,999.9,0,0.756730769230769
"1666",4,2019,7,24,71.7,10,5,0,999.9,0,0.716346153846154
"1667",5,2019,7,25,74.3,10,4.7,0,999.9,0,0.768269230769231
"1668",6,2019,7,26,76.7,10,7.9,0,999.9,0,0.784615384615385
"1669",7,2019,7,27,80.2,10,11.8,0,999.9,0,0.793269230769231
"1670",1,2019,7,28,81.5,10,10.1,0,999.9,0,0.799038461538462
"1671",2,2019,7,29,77.5,9.6,9.8,0,999.9,0,0.783653846153846
"1672",3,2019,7,30,73.3,10,6.3,0.68,999.9,0,0.746153846153846
"1673",4,2019,7,31,70.3,10,8.5,0,999.9,0,0.685576923076923
"1674",5,2019,8,1,71,10,5.5,0,999.9,0,0.870192307692308
"1675",6,2019,8,2,74.2,10,5.6,0,999.9,0,0.847115384615385
"1676",7,2019,8,3,76.5,10,4,0,999.9,0,0.835576923076923
"1677",1,2019,8,4,79.4,10,5.1,0,999.9,0,0.809615384615385
"1678",2,2019,8,5,80.1,10,5.7,0,999.9,0,0.776923076923077
"1679",3,2019,8,6,77.1,9.5,7.5,0.27,999.9,0,0.752884615384615
"1680",4,2019,8,7,77.8,10,5.9,0,999.9,0,0.748076923076923
"1681",5,2019,8,8,80.2,10,10.1,0,999.9,0,0.786538461538462
"1682",6,2019,8,9,73.8,10,5.2,0,999.9,0,0.764423076923077
"1683",7,2019,8,10,75,10,5.3,0,999.9,0,0.767307692307692
"1684",1,2019,8,11,75.7,10,6.8,0,999.9,0,0.771153846153846
"1685",2,2019,8,12,77.3,8,4.4,0,999.9,0,0.681730769230769
"1686",3,2019,8,13,76.1,6.4,5.4,0.54,999.9,0,0.732692307692308
"1687",4,2019,8,14,73.8,9.6,5.3,0.23,999.9,0,0.761538461538461
"1688",5,2019,8,15,71.5,10,7.9,0.45,999.9,0,0.780769230769231
"1689",6,2019,8,16,73.2,10,7.4,0,999.9,0,0.744230769230769
"1690",7,2019,8,17,74.7,10,5.3,0,999.9,0,0.779807692307692
"1691",1,2019,8,18,75.1,9.5,7.6,0.07,999.9,0,0.729807692307692
"1692",2,2019,8,19,77.8,10,3.6,1.37,999.9,0,0.756730769230769
"1693",3,2019,8,20,75.9,9.6,4.6,0,999.9,0,0.702884615384615
"1694",4,2019,8,21,74,9.9,5.5,0.17,999.9,0,0.693269230769231
"1695",5,2019,8,22,74.3,10,8,0,999.9,0,0.725
"1696",6,2019,8,23,70.6,10,10.1,0,999.9,0,0.75
"1697",7,2019,8,24,69.4,10,8.7,0,999.9,0,0.786538461538462
"1698",1,2019,8,25,70,10,8.8,0,999.9,0,0.736538461538462
"1699",2,2019,8,26,72.2,9.6,9.4,0.13,999.9,0,0.700961538461538
"1700",3,2019,8,27,72.9,10,9.7,0.45,999.9,0,0.702884615384615
"1701",4,2019,8,28,69.6,10,11.8,0,999.9,0,0.723076923076923
"1702",5,2019,8,29,71.5,10,10.6,0,999.9,0,0.742307692307692
"1703",6,2019,8,30,70.8,10,7,0,999.9,0,0.735576923076923
"1704",7,2019,8,31,68.3,10,8.2,0,999.9,0,0.745192307692308
"1705",1,2019,9,1,67.4,8.9,5.2,0.78,999.9,0,0.85
"1706",2,2019,9,2,71.3,8.4,3.8,0.67,999.9,0,0.747115384615385
"1707",3,2019,9,3,73.1,9.9,9.5,0,999.9,0,0.649038461538462
"1708",4,2019,9,4,68.4,10,9.3,0.17,999.9,0,0.656730769230769
"1709",5,2019,9,5,64.8,10,4.4,0,999.9,0,0.622115384615385
"1710",6,2019,9,6,68.4,10,8.8,0,999.9,0,0.741346153846154
"1711",7,2019,9,7,68.1,10,7.6,0,999.9,0,0.706730769230769
"1712",1,2019,9,8,66.1,10,8.2,0,999.9,0,0.692307692307692
"1713",2,2019,9,9,67.5,10,5.7,0.05,999.9,0,0.748076923076923
"1714",3,2019,9,10,79.4,10,10,0.01,999.9,0,0.693269230769231
"1715",4,2019,9,11,81.6,9.8,7.9,0,999.9,0,0.720192307692308
"1716",5,2019,9,12,74.2,9.4,6.3,0.37,999.9,0,0.753846153846154
"1717",6,2019,9,13,75.1,9.5,10.7,0.63,999.9,0,0.785576923076923
"1718",7,2019,9,14,68.4,10,6.9,0.01,999.9,0,0.733653846153846
"1719",1,2019,9,15,71.6,9.2,9.3,0,999.9,0,0.752884615384615
"1720",2,2019,9,16,72.2,8.6,5.1,0.15,999.9,0,0.775961538461538
"1721",3,2019,9,17,70.3,7.5,6.9,0,999.9,0,0.747115384615385
"1722",4,2019,9,18,72.6,10,7.1,0,999.9,0,0.725961538461538
"1723",5,2019,9,19,74.3,10,5.8,0,999.9,0,0.757692307692308
"1724",6,2019,9,20,76,9.8,3.7,0.01,999.9,0,0.782692307692308
"1725",7,2019,9,21,76.6,10,9,0,999.9,0,0.727884615384615
"1726",1,2019,9,22,73.2,8.7,10.1,0.55,999.9,0,0.631730769230769
"1727",2,2019,9,23,68.8,9.8,9.5,0.5,999.9,0,0.736538461538462
"1728",3,2019,9,24,68.1,10,8.2,0,999.9,0,0.725961538461538
"1729",4,2019,9,25,70.8,10,11.8,0,999.9,0,0.684615384615385
"1730",5,2019,9,26,66.8,10,9.3,0,999.9,0,0.682692307692308
"1731",6,2019,9,27,64.7,8.8,8.5,0,999.9,0,0.641346153846154
"1732",7,2019,9,28,63.6,5.7,9.3,1.54,999.9,0,0.672115384615385
"1733",1,2019,9,29,64.1,8.3,9,0.73,999.9,0,0.684615384615385
"1734",2,2019,9,30,73.9,7,6.6,0.1,999.9,1,0.723076923076923
"1735",3,2019,10,1,79.7,10,8.2,0,999.9,0,0.841346153846154
"1736",4,2019,10,2,68.3,7.2,8.6,0,999.9,0,0.700961538461538
"1737",5,2019,10,3,63.1,7.7,8.2,0.59,999.9,0,0.699038461538461
"1738",6,2019,10,4,54.1,10,9.6,0.18,999.9,0,0.6875
"1739",7,2019,10,5,56,9.6,8.9,0,999.9,0,0.694230769230769
"1740",1,2019,10,6,60.3,10,8.3,0.28,999.9,0,0.644230769230769
"1741",2,2019,10,7,60.1,10,7,0,999.9,0,0.716346153846154
"1742",3,2019,10,8,59.8,10,3,0,999.9,0,0.683653846153846
"1743",4,2019,10,9,61.7,10,7.5,0,999.9,0,0.703846153846154
"1744",5,2019,10,10,62.9,9.9,7,0,999.9,0,0.620192307692308
"1745",6,2019,10,11,60,8.9,11.1,0.11,999.9,0,0.7
"1746",7,2019,10,12,44.2,10,14.2,0.45,999.9,0,0.701923076923077
"1747",1,2019,10,13,48.1,10,12.2,0,999.9,0,0.670192307692308
"1748",2,2019,10,14,46.5,10,7.4,0,999.9,0,0.657692307692308
"1749",3,2019,10,15,52.3,9.6,8,0,999.9,0,0.710576923076923
"1750",4,2019,10,16,49.5,10,13.8,0.01,999.9,0,0.711538461538462
"1751",5,2019,10,17,47,10,5.3,0,999.9,0,0.65
"1752",6,2019,10,18,49.2,10,4.8,0,999.9,0,0.676923076923077
"1753",7,2019,10,19,56.3,10,7.7,0,999.9,0,0.688461538461538
"1754",1,2019,10,20,56.7,9.8,5.6,0,999.9,0,0.692307692307692
"1755",2,2019,10,21,58.3,7.2,12.3,0,999.9,1,0.683653846153846
"1756",3,2019,10,22,50.8,9.9,16.1,0.08,999.9,0,0.634615384615385
"1757",4,2019,10,23,49.2,10,9,0.05,999.9,0,0.672115384615385
"1758",5,2019,10,24,48.6,10,5.9,0.01,999.9,0,0.688461538461538
"1759",6,2019,10,25,46.9,10,3.8,0,999.9,0,0.721153846153846
"1760",7,2019,10,26,44.9,8,7.4,0,999.9,0,0.536538461538462
"1761",1,2019,10,27,50.3,7.4,12.2,2.29,999.9,0,0.674038461538462
"1762",2,2019,10,28,48.8,9.9,4,0.03,999.9,0,0.632692307692308
"1763",3,2019,10,29,42.3,6.3,7.4,0.11,999.9,0,0.610576923076923
"1764",4,2019,10,30,38.5,5.9,8.4,0.51,1.2,0,0.554807692307692
"1765",5,2019,10,31,36,2,14.2,0.49,2,1,0.565384615384615
"1766",6,2019,11,1,33.1,9.4,8.8,0.02,2,0,0.810576923076923
"1767",7,2019,11,2,39.5,8.5,10.3,0,999.9,0,0.638461538461538
"1768",1,2019,11,3,40.4,10,8,0,999.9,0,0.690384615384615
"1769",2,2019,11,4,48.6,10,9.8,0,999.9,0,0.645192307692308
"1770",3,2019,11,5,39.1,10,9.2,0,999.9,0,0.609615384615385
"1771",4,2019,11,6,40.9,10,8.4,0,999.9,0,0.635576923076923
"1772",5,2019,11,7,30.2,8.8,11.6,0,999.9,0,0.635576923076923
"1773",6,2019,11,8,24.6,10,7.6,0,999.9,0,0.653846153846154
"1774",7,2019,11,9,34.8,10,10.1,0,999.9,0,0.682692307692308
"1775",1,2019,11,10,42.1,10,6.5,0,999.9,0,0.625
"1776",2,2019,11,11,30.5,5.4,13.4,0.13,2,1,0.475
"1777",3,2019,11,12,14.9,10,11.7,0.02,2,0,0.524038461538462
"1778",4,2019,11,13,17.3,10,10.1,0,2,0,0.555769230769231
"1779",5,2019,11,14,28.4,9.2,7.1,0,2,0,0.555769230769231
"1780",6,2019,11,15,28.5,9.2,6,0,1.2,0,0.726923076923077
"1781",7,2019,11,16,34.7,9.4,5,0,1.2,0,0.6375
"1782",1,2019,11,17,34.2,10,6.2,0,999.9,0,0.674038461538462
"1783",2,2019,11,18,37.9,5.9,5.4,0,999.9,0,0.656730769230769
"1784",3,2019,11,19,38.3,7.4,4.2,0,999.9,0,0.655769230769231
"1785",4,2019,11,20,42.5,5.2,4.2,0.03,999.9,0,0.700961538461538
"1786",5,2019,11,21,47.8,8.6,14.6,0.18,999.9,0,0.636538461538461
"1787",6,2019,11,22,37.2,10,8.2,0.31,999.9,0,0.699038461538461
"1788",7,2019,11,23,32.4,10,4.8,0,999.9,0,0.675
"1789",1,2019,11,24,39.4,10,8.9,0,999.9,0,0.670192307692308
"1790",2,2019,11,25,45.5,10,7.3,0,999.9,0,0.664423076923077
"1791",3,2019,11,26,42.1,9.3,5.5,0,999.9,0,0.651923076923077
"1792",4,2019,11,27,45.8,7.7,18.3,0.49,999.9,0,0.6125
"1793",5,2019,11,28,35.2,10,9.5,0.14,999.9,0,0.485576923076923
"1794",6,2019,11,29,37.2,7.9,4.4,0.01,999.9,0,0.623076923076923
"1795",7,2019,11,30,38.5,6.5,11.3,0.02,999.9,0,0.6375
"1796",1,2019,12,1,40.5,6.5,9.1,0.16,999.9,0,0.689423076923077
"1797",2,2019,12,2,33.3,9.6,11.7,0.06,999.9,0,0.681730769230769
"1798",3,2019,12,3,33.5,9.7,10.1,0,999.9,0,0.6625
"1799",4,2019,12,4,37.6,10,11.4,0,999.9,0,0.717307692307692
"1800",5,2019,12,5,36.8,10,5.3,0,999.9,0,0.673076923076923
"1801",6,2019,12,6,39.2,10,9.6,0,999.9,0,0.707692307692308
"1802",7,2019,12,7,32,10,5.8,0,999.9,0,0.673076923076923
"1803",1,2019,12,8,39.9,9.1,10.1,0,999.9,0,0.643269230769231
"1804",2,2019,12,9,47.2,5.9,9.1,0.01,999.9,0,0.677884615384615
"1805",3,2019,12,10,23.2,9.8,13.8,0.01,999.9,0,0.649038461538462
"1806",4,2019,12,11,19.2,9.2,9.3,0,999.9,0,0.580769230769231
"1807",5,2019,12,12,30.1,9.4,9.6,0,999.9,0,0.630769230769231
"1808",6,2019,12,13,39.7,10,6.9,0,999.9,0,0.702884615384615
"1809",7,2019,12,14,34.2,8.8,5.1,0,999.9,0,0.655769230769231
"1810",1,2019,12,15,24.8,9.8,7.8,0,999.9,0,0.629807692307692
"1811",2,2019,12,16,27.8,7.6,5.6,0,999.9,0,0.6
"1812",3,2019,12,17,26.6,9.9,10.2,0,999.9,0,0.643269230769231
"1813",4,2019,12,18,21.3,9.9,9.8,0,999.9,0,0.626923076923077
"1814",5,2019,12,19,24.3,9.9,9,0,999.9,0,0.656730769230769
"1815",6,2019,12,20,31.3,6.9,3.7,0,999.9,0,0.694230769230769
"1816",7,2019,12,21,39,9.8,7.3,0,999.9,0,0.716346153846154
"1817",1,2019,12,22,40.4,10,7.7,0,999.9,0,0.653846153846154
"1818",2,2019,12,23,42.8,10,7.5,0,999.9,0,0.660576923076923
"1819",3,2019,12,24,40.8,6.8,4.7,0,999.9,1,0.599038461538462
"1820",4,2019,12,25,48.8,10,8.1,0,999.9,0,0.492307692307692
"1821",5,2019,12,26,56.3,10,10.3,0,999.9,0,0.584615384615385
"1822",6,2019,12,27,38.3,8.4,8.6,0,999.9,0,0.664423076923077
"1823",7,2019,12,28,36,6.3,5.6,0,999.9,0,0.613461538461539
"1824",1,2019,12,29,54.3,7.6,10.7,0.76,999.9,0,0.6625
"1825",2,2019,12,30,39,8.2,13.7,0.85,999.9,0,0.591346153846154
"1826",3,2019,12,31,27.7,7.1,16.8,0.01,1.2,0,0.525961538461538
"1827",4,2020,1,1,30.6,10,10.1,0,1.2,0,0.958817317845829
"1828",5,2020,1,2,42.4,10,13.2,0,999.9,0,0.670538542766631
"1829",6,2020,1,3,39.6,9.8,5.5,0,999.9,0,0.734952481520591
"1830",7,2020,1,4,33.2,8.1,8.5,0,1.2,1,0.672650475184794
"1831",1,2020,1,5,32.3,9.9,12.2,0.01,999.9,0,0.655755015839493
"1832",2,2020,1,6,34.2,10,9.7,0,999.9,0,0.729672650475185
"1833",3,2020,1,7,34.9,10,7.8,0,999.9,0,0.659978880675818
"1834",4,2020,1,8,24.7,10,10.4,0,999.9,0,0.682154171066526
"1835",5,2020,1,9,34.2,9.8,13.7,0,999.9,1,0.665258711721225
"1836",6,2020,1,10,46.5,5.1,10.1,0.02,999.9,1,0.657866948257656
"1837",7,2020,1,11,36.3,2.6,15.9,1.42,999.9,1,0.591341077085533
"1838",1,2020,1,12,28.5,7.8,7.6,0.04,1.2,1,0.606124604012672
"1839",2,2020,1,13,32.6,8,7.6,0,1.2,1,0.684266103484689
"1840",3,2020,1,14,36.6,7.9,8.4,0,1.2,0,0.699049630411827
"1841",4,2020,1,15,33.5,4.7,5.8,0,999.9,1,0.688489968321014
"1842",5,2020,1,16,26.1,8.9,12.3,0,999.9,0,0.711721224920803
"1843",6,2020,1,17,22.1,8.9,7.8,0,1.2,1,0.613516367476241
"1844",7,2020,1,18,30.9,4.8,14.5,0.42,1.2,1,0.592397043294615
"1845",1,2020,1,19,10.2,9.6,14.9,0.04,1.2,1,0.531151003167899
"1846",2,2020,1,20,23,9.7,6,0,1.2,1,0.651531151003168
"1847",3,2020,1,21,23.6,10,6.5,0,999.9,0,0.617740232312566
"1848",4,2020,1,22,28.2,9.9,10.3,0,999.9,0,0.668426610348469
"1849",5,2020,1,23,32.5,4.8,8.3,0.01,1.2,1,0.625131995776135
"1850",6,2020,1,24,36.1,2.5,4.8,0.16,1.2,1,0.69376979936642
"1851",7,2020,1,25,34.1,4.1,7.9,0.3,999.9,1,0.700105596620908
"1852",1,2020,1,26,32.2,8.1,9.9,0.05,999.9,1,0.638859556494192
"1853",2,2020,1,27,31.1,7.3,6,0,999.9,0,0.737064413938754
"1854",3,2020,1,28,32.8,9.3,4.7,0,999.9,1,0.71805702217529
"1855",4,2020,1,29,31.7,8.8,3,0,999.9,1,0.652587117212249
"1856",5,2020,1,30,32.7,8.9,3.3,0.09,999.9,1,0.651531151003168
"1857",6,2020,1,31,33.6,6.4,4.9,0,999.9,1,0.747624076029567
"1858",7,2020,2,1,34.8,6.1,9,0.04,999.9,1,0.845828933474129
"1859",1,2020,2,2,41.7,10,14.1,0,999.9,0,0.700105596620908
"1860",2,2020,2,3,39.5,10,6.2,0,999.9,0,0.784582893347413
"1861",3,2020,2,4,36.3,10,16.5,0,999.9,0,0.684266103484689
"1862",4,2020,2,5,30,9.1,13.2,0,999.9,1,0.667370644139388
"1863",5,2020,2,6,28.6,4.1,11.4,0.05,3.1,1,0.585005279831045
"1864",6,2020,2,7,29.7,8.5,7.8,0.05,2,1,0.731784582893347
"1865",7,2020,2,8,30.7,9.4,6.1,0,1.2,1,0.659978880675818
"1866",1,2020,2,9,29.9,8.1,9,0,1.2,1,0.594508975712777
"1867",2,2020,2,10,32,7.9,7.1,0.05,1.2,1,0.663146779303062
"1868",3,2020,2,11,30.5,7.5,8.8,0,1.2,0,0.675818373812038
"1869",4,2020,2,12,29.5,8.5,7,0,1.2,1,0.662090813093981
"1870",5,2020,2,13,24.5,3.3,9.1,0.2,3.1,1,0.577613516367476
"1871",6,2020,2,14,6.3,10,7,0.01,2,0,0.618796198521647
"1872",7,2020,2,15,18.6,10,12.1,0,2,1,0.626187961985216
"1873",1,2020,2,16,29.7,10,5,0,1.2,0,0.652587117212249
"1874",2,2020,2,17,34.1,8,7.7,0,1.2,1,0.633579725448786
"1875",3,2020,2,18,36.7,6.6,11.2,0.13,999.9,1,0.703273495248152
"1876",4,2020,2,19,25.1,10,7.6,0,999.9,0,0.613516367476241
"1877",5,2020,2,20,19.7,10,9.4,0,999.9,0,0.633579725448786
"1878",6,2020,2,21,21.9,10,9.6,0,999.9,0,0.69376979936642
"1879",7,2020,2,22,35.7,10,10.9,0,999.9,0,0.723336853220697
"1880",1,2020,2,23,42.1,10,10.2,0,999.9,0,0.696937697993664
"1881",2,2020,2,24,41.4,10,7.9,0,999.9,1,0.632523759239704
"1882",3,2020,2,25,37.7,8.7,15.8,0,999.9,1,0.544878563885956
"1883",4,2020,2,26,31.2,4.5,15.2,0.03,2,1,0.634635691657867
"1884",5,2020,2,27,27.1,9.9,11.1,0,1.2,1,0.59662090813094
"1885",6,2020,2,28,23.6,10,8.3,0,1.2,0,0.692713833157339
"1886",7,2020,2,29,25.3,10,8.3,0,1.2,0,0.619852164730729
"1887",1,2020,3,1,40.1,10,10.8,0,999.9,0,0.764519535374868
"1888",2,2020,3,2,45.4,10,6.2,0,999.9,0,0.632523759239704
"1889",3,2020,3,3,39.2,9.8,9.8,0,999.9,0,0.668426610348469
"1890",4,2020,3,4,41.6,9.8,8,0.01,999.9,1,0.657866948257656
"1891",5,2020,3,5,42.1,10,10.6,0.02,999.9,0,0.619852164730729
"1892",6,2020,3,6,36.1,9.6,16.2,0,999.9,1,0.745512143611404
"1893",7,2020,3,7,35,10,7.4,0,999.9,0,0.62090813093981
"1894",1,2020,3,8,49.8,10,14.7,0,999.9,0,0.674762407602957
"1895",2,2020,3,9,54.1,9.1,14.2,0.01,999.9,1,0.604012671594509
"1896",3,2020,3,10,43.9,8.2,10.4,0.86,999.9,1,0.595564941921858
"1897",4,2020,3,11,38.5,7.9,5,0,999.9,1,0.621964097148891
"1898",5,2020,3,12,44.6,8,7.5,0,999.9,0,0.668426610348469
"1899",6,2020,3,13,43.4,9.6,14.8,0,999.9,1,0.712777191129884
"1900",7,2020,3,14,38.7,9.5,9.5,0,999.9,1,0.651531151003168
"1901",1,2020,3,15,35.3,9.9,10.3,0,999.9,1,0.623020063357973
"1902",2,2020,3,16,36,8.6,5.5,0,999.9,1,0.560718057022175
"1903",3,2020,3,17,40.6,7.2,7.6,0.01,999.9,1,0.608236536430834
"1904",4,2020,3,18,41.3,7.5,6.3,0,999.9,1,0.55649419218585
"1905",5,2020,3,19,45.3,3.9,7.9,0.53,999.9,1,0.497360084477297
"1906",6,2020,3,20,48.1,9.6,12.9,0.27,999.9,1,0.523759239704329
"1907",7,2020,3,21,30.5,10,10.5,0.01,999.9,0,0.463569165786695
"1908",1,2020,3,22,30.7,8.4,6.7,0,999.9,1,0.398099260823654
"1909",2,2020,3,23,35.6,4.5,3.7,0.2,999.9,1,0.414994720168955
"1910",3,2020,3,24,38.6,7,4.9,0.07,999.9,0,0.446673706441394
"1911",4,2020,3,25,43,7.7,5.3,0,999.9,0,0.462513199577613
"1912",5,2020,3,26,47.8,8.5,8.4,0,999.9,1,0.448785638859556
"1913",6,2020,3,27,42.4,5.1,9,0,999.9,1,0.448785638859556
"1914",7,2020,3,28,49.3,5.7,6.8,0.59,999.9,1,0.494192185850053
"1915",1,2020,3,29,52.2,9.4,17.6,0.21,999.9,1,0.527983104540655
"1916",2,2020,3,30,45,10,13.2,0.01,999.9,0,0.472016895459345
"1917",3,2020,3,31,39.6,9.8,9.9,0,999.9,1,0.410770855332629
"1918",4,2020,4,1,42.9,10,8,0,999.9,0,0.5480464625132
"1919",5,2020,4,2,44,10,4.1,0,999.9,0,0.398099260823654
