"","day","temp","visib","wdsp","prcp","sndp","fog","NUM_CRIMES"
"532",4,80.6,9.9,9.6,0,999.9,0,790
"533",5,75.2,10,10,0.1,999.9,0,821
"534",6,72.5,10,9.1,0,999.9,0,829
"535",7,76.3,10,5.5,0,999.9,0,763
"536",1,80.4,10,6.7,0,999.9,0,811
"537",2,84.6,10,11.5,0,999.9,0,858
"538",3,77.1,10,7.4,0,999.9,0,824
"539",4,73.3,9.9,6.5,0,999.9,0,749
"540",5,72.3,7.6,7.6,0.69,999.9,1,801
"541",6,73.3,10,7.3,0,999.9,0,807
"542",7,79.5,10,7.2,0,999.9,0,812
"543",1,82.8,9.8,8.7,0,999.9,0,774
"544",2,81.9,10,8.8,0.2,999.9,0,771
"545",3,69.3,10,10.4,0,999.9,0,767
"546",4,67.9,10,6.8,0,999.9,0,804
"547",5,72.3,10,7.2,0,999.9,0,847
"548",6,69.6,10,10.3,0,999.9,0,959
"549",7,67.9,10,4.7,0,999.9,0,756
"550",1,70.4,10,6,0,999.9,0,782
"551",2,71.9,9.6,6.1,0,999.9,0,847
"552",3,77.2,8.9,6.3,0,999.9,0,895
"553",4,79.1,9,7.6,0,999.9,1,742
"554",5,78.4,10,6.1,0.13,999.9,0,790
"555",6,78.6,7.9,7.5,0.04,999.9,1,790
"556",7,74.5,10,9.9,0,999.9,0,729
"557",1,74.2,10,4.7,0,999.9,0,760
"558",2,81.3,10,9.2,0,999.9,0,701
"559",3,82.9,9.9,12.1,0,999.9,0,780
"560",4,79.1,10,7.9,0,999.9,0,726
"561",5,76.5,8.9,12,0.35,999.9,0,769
"562",6,72.6,10,8.5,0,999.9,0,845
"563",7,69.3,10,6.4,0.01,999.9,0,780
"564",1,73.9,10,10.2,0,999.9,0,789
"565",2,78.8,9.9,5.7,0.78,999.9,0,799
"566",3,79.6,10,4,0.01,999.9,0,791
"567",4,80.7,10,5.8,0,999.9,0,824
"568",5,82.5,9.9,7.8,0,999.9,0,784
"569",6,81.1,9.4,7.7,0.74,999.9,0,791
"570",7,86,10,4.5,0.01,999.9,0,813
"571",1,80.4,9.4,10.8,1.33,999.9,0,790
"572",2,79.6,10,8.3,0.17,999.9,0,827
"573",3,80.9,10,4.4,0,999.9,0,877
"574",4,81.5,9.9,3.9,0,999.9,0,795
"575",5,78.8,9.5,4.4,0,999.9,0,774
"576",6,75.3,7.5,5.9,0.15,999.9,0,801
"577",7,74.2,10,9,0.33,999.9,0,927
"578",1,74.4,10,7.1,0,999.9,0,813
"579",2,76.5,10,6.1,0,999.9,0,879
"580",3,79.2,10,5.4,0,999.9,0,791
"581",4,81.8,10,4.2,0,999.9,0,772
"582",5,83.5,9.9,5.6,0,999.9,0,793
"583",6,80.1,10,6.7,0,999.9,0,862
"584",7,76.6,10,6.7,0,999.9,0,828
"585",1,75.6,10,5.1,0,999.9,0,838
"586",2,78.6,10,9.6,0,999.9,0,803
"587",3,79.9,10,5.7,0,999.9,0,725
"588",4,83.1,10,4.2,0,999.9,0,722
"589",5,84.6,9.9,8.6,0,999.9,0,852
"590",6,81.5,9.1,6.6,0,999.9,1,746
"591",7,78.4,7.3,7.2,2.25,999.9,0,826
"592",1,78.4,10,4.7,0.04,999.9,0,842
"593",2,75.5,9.8,6.7,0,999.9,0,842
"594",3,76.4,8.2,7.2,0.29,999.9,0,816
"595",4,79.1,10,6.4,0.04,999.9,0,862
"596",5,79.1,8.9,6.2,0.22,999.9,1,767
"597",6,76.6,10,7.2,1.2,999.9,0,793
"598",7,75.8,9.4,9.6,0,999.9,0,844
"599",1,68.5,10,8.9,1.01,999.9,0,786
"600",2,69.6,10,3.5,0,999.9,0,728
"601",3,73.6,10,8.5,0,999.9,0,752
"602",4,76.9,9.4,10.6,0,999.9,0,823
"603",5,77.9,9.9,6.6,0.36,999.9,0,770
"604",6,74.2,10,5,0.06,999.9,0,803
"605",7,75.9,8,7.8,0.65,999.9,0,819
"606",1,78.5,9.9,5.2,0.27,999.9,0,805
"607",2,78.4,10,6.2,0,999.9,0,881
"608",3,78.9,8.1,4.6,0,999.9,0,755
"609",4,74.6,10,8.8,0.17,999.9,0,779
"610",5,70.2,10,10.7,0,999.9,0,1033
"611",6,69.8,10,9.1,0,999.9,0,799
"612",7,70.2,10,6.5,0,999.9,0,830
"613",1,72.2,10,6.7,0,999.9,0,779
"614",2,77.6,10,8.1,0,999.9,0,821
"615",3,83.8,10,9.3,0,999.9,0,761
"616",4,85.1,10,9.5,0,999.9,0,723
"617",5,77.3,9.4,9.4,0.21,999.9,0,794
"618",6,75.2,10,4.3,0.01,999.9,0,818
"619",7,70.3,9.7,7.8,0.02,999.9,0,767
"620",1,66.8,10,4.8,0.03,999.9,0,758
"621",2,70.7,10,7.4,0,999.9,0,793
"622",3,74.4,10,7.8,0,999.9,0,786
"623",4,71.6,10,9.3,0.01,999.9,0,820
"624",5,70.8,10,7.4,0,999.9,0,823
"625",6,74.1,10,9.6,0,999.9,0,806
"626",7,74.8,9.8,8.8,0.06,999.9,0,834
"627",1,72,10,3.6,0.03,999.9,0,781
"628",2,74.9,10,7.6,0,999.9,0,712
"629",3,77.3,10,7.8,0,999.9,0,792
"630",4,73.1,10,7.5,0,999.9,0,731
"631",5,75,10,3.8,0.24,999.9,0,831
"632",6,74,8.8,6.5,0,999.9,0,843
"633",7,70.8,9.6,9.3,0,999.9,0,833
"634",1,74,10,7.4,0,999.9,0,809
"635",2,67.8,10,12.7,0.03,999.9,0,764
"636",3,62.4,10,11.4,0.02,999.9,0,735
"637",4,57.3,9.7,9.4,0.01,999.9,0,634
"638",5,62.7,8.6,13.7,0.52,999.9,0,702
"639",6,63.3,7.8,12.5,0.72,999.9,0,772
"640",7,62.1,9.1,6.2,0.1,999.9,0,860
"641",1,61.9,8.4,6,1.29,999.9,0,707
"642",2,63.7,9.9,3.9,0,999.9,0,771
"643",3,66.7,10,7,0,999.9,0,743
"644",4,72.2,10,9.4,0,999.9,0,805
"645",5,67.8,8.3,3.5,0.06,999.9,0,754
"646",6,67,10,9.3,0.7,999.9,0,863
"647",7,54.1,10,5.8,0,999.9,0,715
"648",1,56.7,10,6.2,0,999.9,0,682
"649",2,59.8,10,5.6,0,999.9,0,722
"650",3,66.5,10,8,0,999.9,0,697
"651",4,63.8,8.7,10,0.01,999.9,0,745
"652",5,49.6,10,6.6,0.5,999.9,0,693
"653",6,53.9,10,5.3,0,999.9,0,821
"654",7,61.4,9.1,10,0,999.9,0,823
"655",1,69.4,8.6,7.8,0.54,999.9,0,789
"656",2,73.6,10,12.6,0,999.9,0,817
"657",3,74.3,10,14.2,0,999.9,0,774
"658",4,62.3,10,3.5,0,999.9,0,712
"659",5,57,10,10.2,0,999.9,0,717
"660",6,49.5,10,11.5,0,999.9,0,760
"661",7,48,10,6.2,0,999.9,0,773
"662",1,58,10,8.2,0,999.9,0,785
"663",2,54.3,10,8.4,0,999.9,0,769
"664",3,48.5,10,5.3,0,999.9,0,735
"665",4,48.3,7.5,9.9,0.23,999.9,0,698
"666",5,49,7,7.4,0.63,999.9,0,729
"667",6,51.6,9.8,7.2,0,999.9,0,802
"668",7,67.1,9.9,10.7,0,999.9,0,831
"669",1,56.2,9.5,10.1,0.3,999.9,0,786
"670",2,50.4,10,6.9,0,999.9,0,867
"671",3,67.1,10,9.5,0,999.9,0,910
"672",4,64.6,7.8,3.7,0,999.9,0,749
"673",5,57.8,5.5,5.3,0.3,999.9,0,783
"674",6,54.9,10,4.6,0,999.9,0,783
"675",7,56.1,10,6.2,0,999.9,0,821
"676",1,58.3,10,3.5,0,999.9,0,753
"677",2,57.6,10,4.8,0,999.9,0,737
"678",3,57.1,9.9,7.4,0.01,999.9,0,644
"679",4,51.5,10,8.8,0.01,999.9,0,680
"680",5,51.3,10,10.8,0,999.9,0,723
"681",6,51.4,10,12.4,0,999.9,0,797
"682",7,45.3,10,7.1,0,999.9,0,781
"683",1,45.7,10,8.9,0,999.9,0,660
"684",2,49,10,8,0,999.9,0,670
"685",3,48.2,6.8,3,0,999.9,1,712
"686",4,49.6,8.3,2.9,0,999.9,0,770
"687",5,58.2,8.8,9.8,0,999.9,0,810
"688",6,62.8,9.8,13.7,0,999.9,0,794
"689",7,38.9,10,17.7,0.12,999.9,0,676
"690",1,30.6,10,8.9,0,999.9,0,663
"691",2,32,10,4.5,0,999.9,0,683
"692",3,35.5,10,4.9,0,999.9,0,722
"693",4,40.7,4.9,8.5,0.1,999.9,0,699
"694",5,41.3,7.7,8.2,0.11,999.9,0,534
"695",6,39,8.7,6.9,0,999.9,0,689
"696",7,40,9.9,6.3,0,999.9,0,719
"697",1,39.4,6.6,8.1,0,999.9,0,693
"698",2,46.3,7.7,13.3,0.36,999.9,0,693
"699",3,51.5,9.5,11.6,0.65,999.9,0,698
"700",4,42.1,9.8,8.6,0,999.9,0,697
"701",5,38.9,9.8,12.4,0,999.9,0,819
"702",6,38.6,9.9,7.7,0.02,999.9,0,833
"703",7,34.5,10,6.3,0,999.9,0,758
"704",1,33,7,3.6,0,5.1,1,594
"705",2,33.4,6.1,8.1,0.45,2,0,676
"706",3,34.2,4.5,5.9,0,1.2,0,688
"707",4,28.1,10,12.9,0,999.9,0,660
"708",5,22.3,9.6,15,0,999.9,0,606
"709",6,23.8,10,9.4,0,999.9,0,668
"710",7,22,9.1,6.9,0,999.9,0,612
"711",1,27.6,3.4,7.9,0.1,5.1,1,512
"712",2,27,6.3,9.5,0.28,3.1,1,629
"713",3,18.4,8,7,0,3.1,0,574
"714",4,11.7,10,10.7,0,3.1,0,610
"715",5,5.8,10,11.3,0,3.1,0,579
"716",6,14.4,8.9,7.2,0,3.1,0,695
"717",7,23.1,4.6,5.6,0.03,3.1,0,614
"718",1,13.4,6.6,12,0.03,3.9,0,526
"719",2,2.2,10,8.1,0,3.1,0,660
"720",3,21,10,14.1,0,3.1,0,693
"721",4,28.1,9.8,7.5,0,3.1,0,728
"722",5,35.6,10,8.5,0,2,0,702
"723",6,32.2,9.1,6.1,0,2,0,728
"724",7,35.8,5.3,5.2,0.05,1.2,0,604
"725",1,34.2,4.9,9,0,1.2,0,487
"726",2,47.4,6.4,14.4,0.26,999.9,0,647
"727",3,29.9,10,13.2,0.02,999.9,0,663
"728",4,32.7,10,8.2,0,999.9,0,722
"729",5,35,10,13.4,0,999.9,0,647
"730",6,30.9,10,10.9,0,999.9,0,742
"731",7,37.4,10,13.4,0,999.9,0,704
"732",1,29.9,10,4.8,0,999.9,0,1203
"733",2,36.1,7.3,6.1,0,999.9,0,613
"734",3,40.3,3.6,6.6,0.09,999.9,1,717
"735",4,19.1,9.8,14.2,0.01,999.9,0,612
"736",5,10.9,10,10.9,0,999.9,0,610
"737",6,5.9,10,8.7,0,999.9,0,601
"738",7,8.3,10,7.8,0,999.9,0,618
"739",1,10.9,10,9,0,999.9,0,590
"740",2,23.1,9.3,10.4,0,999.9,0,713
"741",3,39.8,8.9,17.9,0,999.9,0,705
"742",4,33.9,7.7,11.6,0.24,999.9,1,662
"743",5,28.4,5,11.8,0.45,999.9,0,644
"744",6,22.9,10,8.8,0.03,999.9,0,799
"745",7,30.1,10,5.4,0,999.9,0,685
"746",1,28.1,9.5,2.5,0,999.9,0,656
"747",2,34.3,5.9,4.8,0,999.9,1,652
"748",3,36.7,4,7.7,0.96,999.9,1,705
"749",4,33.6,4.4,9.1,0.43,999.9,0,707
"750",5,35.6,4.5,6.3,0,999.9,0,738
"751",6,38.7,1.9,7,0.86,999.9,0,783
"752",7,49.6,4.9,7.1,0.01,999.9,0,786
"753",1,43.9,5.3,4.5,0,999.9,1,742
"754",2,40.7,9.2,9.6,0,999.9,0,789
"755",3,38.4,9.5,6.6,0,999.9,0,735
"756",4,38.9,5.3,9.9,0.03,999.9,0,748
"757",5,34.3,7.6,11.5,0.02,999.9,0,674
"758",6,29,9.7,11.7,0,999.9,0,784
"759",7,27.7,9.5,11.8,0,999.9,0,730
"760",1,27.6,9.8,9,0,999.9,0,633
"761",2,24.1,10,9.7,0,999.9,0,756
"762",3,38.2,9.5,13.6,0.01,999.9,0,734
"763",4,35.9,9.9,10.1,0,999.9,0,845
"764",5,22,10,11,0,999.9,0,670
"765",6,20.7,10,9.6,0,999.9,0,668
"766",7,24.1,10,10.7,0,999.9,0,638
"767",1,34,10,10.2,0,999.9,0,695
"768",2,37.3,9.3,6.1,0,999.9,0,762
"769",3,46,2.8,6.8,0.32,999.9,1,692
"770",4,32.2,7.7,10.9,0.23,999.9,0,666
"771",5,20.2,10,12.3,0,999.9,0,668
"772",6,26.7,10,12.1,0,999.9,0,744
"773",7,42.7,9.9,6.8,0,999.9,0,704
"774",1,41.3,9.9,14.3,0,999.9,0,677
"775",2,36.1,10,8.6,0,999.9,0,718
"776",3,41.4,10,11,0,999.9,0,712
"777",4,34.4,10,12.1,0,999.9,0,673
"778",5,35.1,10,6.7,0,999.9,0,671
"779",6,46.4,10,6.9,0,999.9,0,830
"780",7,56.9,10,8.2,0,999.9,0,747
"781",1,51.4,10,2.2,0,999.9,0,674
"782",2,55.1,8.3,7.4,0,999.9,0,710
"783",3,59.7,8.7,8,0.08,999.9,0,678
"784",4,57.9,6.1,8.2,0.05,999.9,1,703
"785",5,51.6,9.9,11.5,0,999.9,0,655
"786",6,40.8,5.2,9.1,0.22,999.9,0,660
"787",7,30.4,8.8,13.4,0.01,999.9,0,599
"788",1,33.1,10,11.5,0,999.9,0,576
"789",2,42.8,10,6.8,0,999.9,0,633
"790",3,52,8.7,11.4,0.01,999.9,0,631
"791",4,47.3,5.8,10.5,1.5,999.9,0,738
"792",5,32.4,10,10,0.05,999.9,0,628
"793",6,27.8,10,10,0,999.9,0,673
"794",7,33.7,9.2,9,0,999.9,0,633
"795",1,42.4,10,12.1,0,999.9,0,661
"796",2,54.6,9.8,15.3,0,999.9,0,683
"797",3,54.5,9.3,18.8,0.31,999.9,0,682
"798",4,46.3,10,19.4,0,999.9,0,667
"799",5,39.3,10,8.5,0,999.9,0,676
"800",6,31.8,10,12.1,0,999.9,0,666
"801",7,24,10,8.2,0,999.9,0,658
"802",1,27.1,10,5.7,0,999.9,0,553
"803",2,29,5.5,10.2,0.01,1.2,0,541
"804",3,26.6,4.4,12.2,0.06,5.1,1,474
"805",4,24.1,10,11,0.02,3.1,0,606
"806",5,29.8,10,6.3,0,1.2,0,668
"807",6,39,6.5,8,0.03,1.2,0,709
"808",7,42.4,9.8,12.1,0,999.9,0,674
"809",1,41.5,10,5.2,0,999.9,0,604
"810",2,47.9,9.2,9.6,0.43,999.9,0,694
"811",3,43.3,10,9.5,0,999.9,0,649
"812",4,32.3,10,14.1,0,999.9,0,647
"813",5,37.8,10,9.4,0,999.9,0,666
"814",6,59.9,10,12.9,0,999.9,0,778
"815",7,43.7,5.6,10.6,0.5,999.9,0,695
"816",1,53.1,5.9,7.4,0.48,999.9,0,702
"817",2,50,5.7,7.4,0.1,999.9,0,722
"818",3,43.1,10,9.6,0,999.9,0,673
"819",4,42.3,7.3,9.9,0,999.9,0,669
"820",5,44.1,5,12.2,1.33,999.9,1,690
"821",6,39.6,5.5,15.7,0.88,999.9,0,777
"822",7,44.2,10,5.6,0,999.9,0,826
"823",1,50.3,10,6.2,0,999.9,0,690
"824",2,49.3,7.9,6.5,0,999.9,0,696
"825",3,48.6,6.9,8.1,0.24,999.9,0,712
"826",4,44.9,7.2,12.7,0.12,999.9,0,633
"827",5,42.9,7.6,18.7,1.35,999.9,0,668
"828",6,43.8,10,11.8,0.36,999.9,0,704
"829",7,51.2,10,9.2,0,999.9,0,695
"830",1,64.8,10,13.5,0,999.9,0,761
"831",2,68,9.7,14.3,0,999.9,0,682
"832",3,47.7,7,7.8,0.52,999.9,0,703
"833",4,48.2,10,5.6,0,999.9,0,726
"834",5,50.9,9.7,8.3,0.04,999.9,0,665
"835",6,55.4,10,7.4,0.15,999.9,0,773
"836",7,70.3,9.8,13.8,0.15,999.9,0,817
"837",1,67.8,9.7,12,0.34,999.9,0,686
"838",2,59.7,10,5,0,999.9,0,752
"839",3,58.1,10,9,0,999.9,0,735
"840",4,64.5,9.9,8.1,0,999.9,0,758
"841",5,58.4,9.8,10.9,0.06,999.9,0,713
"842",6,50.6,10,12.6,0,999.9,0,814
"843",7,50.3,10,11.1,0,999.9,0,701
"844",1,54.9,10,4,0,999.9,0,703
"845",2,57.7,10,6.6,0,999.9,0,736
"846",3,66.4,10,9.8,0,999.9,0,757
"847",4,71.3,10,11.2,0,999.9,0,758
"848",5,54.6,8.3,12.2,0.37,999.9,0,716
"849",6,49.6,9.8,5.4,0.11,999.9,0,832
"850",7,45.6,7.5,14.9,0,999.9,0,615
"851",1,45.2,3.9,15,1.88,999.9,0,656
"852",2,51.7,8.1,11.6,1.11,999.9,0,860
"853",3,46.1,9.1,14.9,0.37,999.9,0,689
"854",4,48.1,10,6,0.1,999.9,0,739
"855",5,48.9,10,11.9,0,999.9,0,741
"856",6,49,10,15.1,0,999.9,0,797
"857",7,50.5,9.9,12.3,0.07,999.9,0,713
"858",1,48,10,8.5,0,999.9,0,629
"859",2,46.6,10,6.3,0,999.9,0,705
"860",3,48.3,9.8,5.8,0.3,999.9,0,707
"861",4,55.4,9.5,6.1,0.03,999.9,0,663
"862",5,54.7,6.7,9.3,0.82,999.9,0,734
"863",6,59,10,6.3,0,999.9,0,847
"864",7,63.2,10,6.4,0,999.9,0,724
"865",1,63.3,10,6.2,0,999.9,0,712
"866",2,64.9,10,6.7,0,999.9,0,872
"867",3,76.9,10,10.5,0,999.9,0,747
"868",4,78.9,9.8,15.5,0,999.9,0,834
"869",5,75.5,9.5,16.6,0.48,999.9,0,775
"870",6,48.3,8.8,17.3,0.01,999.9,0,776
"871",7,53.3,9.3,10.6,0.25,999.9,0,664
"872",1,62.1,8.8,9.8,0.4,999.9,0,791
"873",2,59.1,10,12.1,0.07,999.9,0,795
"874",3,60.9,9.4,7.7,0.01,999.9,0,738
"875",4,57,7.7,9.6,0.7,999.9,0,761
"876",5,58.3,9.9,10.4,0.01,999.9,0,763
"877",6,60.8,9.7,5.4,0,999.9,0,767
"878",7,63.4,9.8,6.7,0.26,999.9,0,800
"879",1,67,9.9,5.2,0,999.9,0,705
"880",2,70.1,10,10.6,0.01,999.9,0,768
"881",3,66,10,9.7,0,999.9,0,814
"882",4,64.8,10,8.3,0,999.9,0,738
"883",5,67.1,10,5.3,0,999.9,0,885
"884",6,71.9,10,5.4,0,999.9,0,841
"885",7,75.2,10,6.2,0,999.9,0,823
"886",1,81,10,7.3,0,999.9,0,820
"887",2,71.3,10,9,0,999.9,0,736
"888",3,64.8,10,12.1,0,999.9,0,825
"889",4,67,10,10,0,999.9,0,787
"890",5,70.4,10,4.3,0,999.9,0,769
"891",6,75.6,10,8.6,0.05,999.9,0,816
"892",7,76.1,9.9,12.3,0.02,999.9,0,785
"893",1,82.1,10,13.8,0,999.9,0,813
"894",2,84.7,10,11.8,0,999.9,0,740
"895",3,80.3,10,6.7,0,999.9,0,807
"896",4,77.7,9.1,7.4,0.05,999.9,1,769
"897",5,77.2,10,7.9,1.05,999.9,0,823
"898",6,77.8,10,9.4,0.06,999.9,0,835
"899",7,80.5,10,9.1,0.02,999.9,0,826
"900",1,75.6,10,10.8,0.03,999.9,0,786
"901",2,70.7,10,8.1,0,999.9,0,745
"902",3,66.6,10,8.8,0.23,999.9,0,802
"903",4,68.5,10,5.8,0.01,999.9,0,786
"904",5,79.3,10,10.1,0,999.9,0,819
"905",6,76.7,9.4,10.4,0.02,999.9,0,777
"906",7,70,10,11.6,0.01,999.9,0,819
"907",1,65.4,10,11,0,999.9,0,797
"908",2,64.7,10,10.5,0,999.9,0,787
"909",3,65.3,10,6,0,999.9,0,771
"910",4,69.8,9.9,10.6,0,999.9,0,707
"911",5,76.2,9.9,11.5,0.24,999.9,0,776
"912",6,73.7,8.8,6,0.21,999.9,0,778
"913",7,76.3,10,8.8,0.01,999.9,0,935
"914",1,75.4,10,7.4,0,999.9,0,780
"915",2,75.2,10,6.6,0,999.9,0,863
"916",3,74.5,10,7.9,0.01,999.9,0,796
"917",4,78.3,8.8,6.4,0,999.9,0,858
"918",5,82.2,9.9,5.1,0,999.9,0,781
"919",6,81.5,10,9.1,0,999.9,0,758
"920",7,71.5,10,7.5,0,999.9,0,759
"921",1,74.7,10,7,0,999.9,0,822
"922",2,78.2,9.7,8.4,0.17,999.9,0,779
"923",3,78.2,9.2,4.4,0.22,999.9,0,769
"924",4,77.3,9.4,8.2,0.05,999.9,0,690
"925",5,78.4,10,8.5,0.7,999.9,0,819
"926",6,72.2,9.9,7.6,0,999.9,0,798
"927",7,71,10,5.2,0,999.9,0,888
"928",1,73.1,10,10.3,0,999.9,0,812
"929",2,69.2,10,6.7,0,999.9,0,844
"930",3,76,9.5,3.3,0,999.9,0,792
"931",4,80.5,10,6.8,0,999.9,0,768
"932",5,77.3,9.1,8,0.64,999.9,1,760
"933",6,81.5,10,6.1,0.65,999.9,0,758
"934",7,78,8,8.7,1.21,999.9,1,755
"935",1,80.3,10,5.2,0.03,999.9,0,842
"936",2,71.5,10,10.2,0.03,999.9,0,781
"937",3,73.1,10,7.3,0,999.9,0,850
"938",4,76.6,10,6.8,0,999.9,0,752
"939",5,78.6,8,8.1,0.07,999.9,0,790
"940",6,74.2,10,12.4,0,999.9,0,851
"941",7,72.7,10,11.4,0,999.9,0,800
"942",1,73.5,10,4.9,0,999.9,0,818
"943",2,76.8,10,3.5,0,999.9,0,793
"944",3,77.9,10,4,0,999.9,0,958
"945",4,77.2,9.6,5.4,0,999.9,0,774
"946",5,76.8,9,7.6,0,999.9,0,849
"947",6,62.9,10,12.4,0.66,999.9,0,924
"948",7,67.7,10,7.2,0.01,999.9,0,928
"949",1,71.9,10,6.1,0,999.9,0,865
"950",2,70.5,10,6.6,0,999.9,0,773
"951",3,70.4,10,4.4,0,999.9,0,768
"952",4,74.6,10,3.5,0,999.9,0,769
"953",5,75.6,10,7.7,0,999.9,0,790
"954",6,74,10,8.5,0,999.9,0,765
"955",7,69.4,10,8.4,0,999.9,0,812
"956",1,69.3,10,3.2,0,999.9,0,730
"957",2,74,10,4.8,0,999.9,0,815
"958",3,76.5,9.8,6.6,0,999.9,0,795
"959",4,77.1,9.8,6.5,0,999.9,0,795
"960",5,78.3,9.4,12.4,0.21,999.9,0,768
"961",6,75.1,10,10.3,0.07,999.9,0,859
"962",7,74.8,10,6,0,999.9,0,892
"963",1,77.2,10,5.8,0,999.9,0,776
"964",2,79.5,10,7,0.06,999.9,0,754
"965",3,75.2,9.5,11.1,0.69,999.9,0,780
"966",4,69.5,10,8.2,0.05,999.9,0,747
"967",5,67.7,10,7.5,0,999.9,0,801
"968",6,64.4,10,5.5,0,999.9,0,772
"969",7,68.6,10,5.7,0,999.9,0,780
"970",1,70.3,10,7.4,0,999.9,0,755
"971",2,70.6,9.7,4.6,0.16,999.9,0,688
"972",3,70,8.5,4.1,0.04,999.9,0,724
"973",4,70.3,9.5,4.4,0,999.9,0,788
"974",5,70.1,9.9,11.1,0,999.9,0,735
"975",6,64.5,9.8,12.7,0,999.9,0,919
"976",7,64,10,4.1,0,999.9,0,771
"977",1,68.4,9.7,6.3,0.26,999.9,0,757
"978",2,73.5,9.8,10.9,0,999.9,0,716
"979",3,64.1,10,11,0,999.9,0,704
"980",4,58.4,10,8,0,999.9,0,648
"981",5,60.6,10,7.7,0,999.9,0,728
"982",6,63.5,10,5.3,0,999.9,0,702
"983",7,64.5,10,8.9,0,999.9,0,735
"984",1,62.5,10,6.9,0,999.9,0,739
"985",2,64,10,5.1,0,999.9,0,691
"986",3,67,10,7.2,0,999.9,0,726
"987",4,67.6,9.3,5.2,0,999.9,0,706
"988",5,67.9,7.5,3.9,0.07,999.9,1,734
"989",6,74.9,10,7.5,0,999.9,0,808
"990",7,77.8,10,7.8,0,999.9,0,826
"991",1,78.4,10,7.1,0,999.9,0,812
"992",2,69.2,10,7.5,0,999.9,0,772
"993",3,70.3,7.7,5.7,0.16,999.9,0,708
"994",4,76.7,9.4,7.3,0.07,999.9,0,827
"995",5,84,10,5.9,0,999.9,0,807
"996",6,85.2,10,6,0,999.9,0,798
"997",7,84.4,10,5.3,0,999.9,0,830
"998",1,82.3,10,5.7,0,999.9,0,811
"999",2,81.1,10,5.6,0,999.9,0,821
"1000",3,82,10,7.5,0,999.9,0,749
"1001",4,70.8,10,10.1,0,999.9,0,726
"1002",5,62.9,10,7.8,0,999.9,0,717
"1003",6,64.3,10,9.6,0,999.9,0,810
"1004",7,61.8,10,9.5,0,999.9,0,745
"1005",1,61.5,10,8.2,0,999.9,0,851
"1006",2,70.5,10,9,0,999.9,0,752
"1007",3,72.2,9.3,10.7,0,999.9,0,738
"1008",4,70.7,9.5,9.2,0.12,999.9,0,742
"1009",5,65.9,10,4.4,0.06,999.9,0,747
"1010",6,65.2,4.4,5.7,0.13,999.9,0,748
"1011",7,70.5,8.6,13,0.19,999.9,0,711
"1012",1,65.5,10,9.4,0.44,999.9,0,718
"1013",2,67.5,10,3.2,0,999.9,0,746
"1014",3,63.9,9.4,11.8,0,999.9,0,703
"1015",4,59.5,4.4,13.7,0.99,999.9,0,617
"1016",5,58.1,9.2,6.9,0.16,999.9,0,765
"1017",6,62.1,8.3,6.2,0,999.9,0,768
"1018",7,64.6,5,5,0,999.9,1,647
"1019",1,60.9,8.7,12.9,5.2,999.9,0,639
"1020",2,52.3,10,7.1,0.31,999.9,0,761
"1021",3,57.4,10,9.9,0,999.9,0,719
"1022",4,60,10,10.2,0,999.9,0,774
"1023",5,61.1,10,7.2,0,999.9,0,773
"1024",6,64.7,10,7.4,0,999.9,0,849
"1025",7,68.6,10,11.3,0,999.9,0,814
"1026",1,66,8.6,12.5,0,999.9,0,738
"1027",2,53.1,7.6,8.6,1.19,999.9,0,740
"1028",3,47.8,7.8,11,0.51,999.9,0,689
"1029",4,44.8,10,7,0.43,999.9,0,714
"1030",5,48.2,10,7.5,0,999.9,0,753
"1031",6,45.3,10,13.6,0,999.9,0,818
"1032",7,38.7,9.4,10.9,0,999.9,0,717
"1033",1,40,10,7.6,0.01,999.9,0,696
"1034",2,45,10,11.5,0,999.9,0,708
"1035",3,37.8,10,12.2,0,999.9,0,757
"1036",4,39.8,9.3,6.8,0,999.9,0,819
"1037",5,47.6,2.9,4.9,0.34,999.9,0,722
"1038",6,45.9,8.9,10.4,0.07,999.9,0,789
"1039",7,46,6.3,8.3,0,999.9,1,754
"1040",1,51.5,3.3,2.9,0.44,999.9,1,773
"1041",2,41.7,10,10.3,0.01,999.9,0,717
"1042",3,43.4,10,10.3,0,999.9,0,677
"1043",4,37.8,10,4.6,0,999.9,0,758
"1044",5,39,10,9,0,999.9,0,655
"1045",6,24.9,9.7,8.4,0,999.9,0,678
"1046",7,30.1,10,7.9,0,999.9,0,688
"1047",1,39,8.9,3.5,0.01,999.9,0,665
"1048",2,37.9,6.3,5.2,0.09,999.9,0,718
"1049",3,40.8,7.1,7.3,0,999.9,0,700
"1050",4,47.9,7.9,10.6,0.05,999.9,0,709
"1051",5,36.2,10,10.4,0.18,999.9,0,764
"1052",6,39.5,9.2,8.8,0,999.9,0,738
"1053",7,43.7,4,12.2,0.53,999.9,0,696
"1054",1,35,10,12.3,0.57,999.9,0,690
"1055",2,39.2,10,11.8,0,999.9,0,762
"1056",3,42.1,10,13.3,0,999.9,0,672
"1057",4,29.2,10,8,0.04,999.9,0,655
"1058",5,37.2,10,8,0,999.9,0,543
"1059",6,44.8,10,10,0,999.9,0,683
"1060",7,48.8,10,10.4,0,999.9,0,714
"1061",1,38.9,10,6.6,0,999.9,0,664
"1062",2,46.3,10,4.5,0,999.9,0,774
"1063",3,55.8,10,13.9,0,999.9,0,783
